source_md,link,resolved_path,exists
docs/archive/2025/q4/planning/legacy-diagnosis.md,00_STRATEGY_FRENLY_AI.md,docs/archive/2025/q4/planning/00_STRATEGY_FRENLY_AI.md,NO
docs/archive/2025/q4/planning/legacy-diagnosis.md,00_STRATEGY_FRENLY_AI_FUTURE.md,docs/archive/2025/q4/planning/00_STRATEGY_FRENLY_AI_FUTURE.md,NO
docs/archive/2025/q4/planning/legacy-diagnosis.md,00_STRATEGY_ONBOARDING.md,docs/archive/2025/q4/planning/00_STRATEGY_ONBOARDING.md,NO
docs/archive/2025/q4/planning/legacy-diagnosis.md,01_DASHBOARD.md,docs/archive/2025/q4/planning/01_DASHBOARD.md,NO
docs/archive/2025/q4/planning/legacy-diagnosis.md,02_CASES.md,docs/archive/2025/q4/planning/02_CASES.md,NO
docs/archive/2025/q4/planning/legacy-diagnosis.md,03_INVESTIGATION.md,docs/archive/2025/q4/planning/03_INVESTIGATION.md,NO
docs/archive/2025/q4/planning/legacy-diagnosis.md,04_EVIDENCE.md,docs/archive/2025/q4/planning/04_EVIDENCE.md,NO
docs/archive/2025/q4/planning/legacy-diagnosis.md,05_REPORTING.md,docs/archive/2025/q4/planning/05_REPORTING.md,NO
docs/archive/2025/q4/planning/legacy-diagnosis.md,06_SETTINGS.md,docs/archive/2025/q4/planning/06_SETTINGS.md,NO
docs/archive/2025/q4/planning/case-management.md,evidence-processing.md,docs/archive/2025/q4/planning/evidence-processing.md,YES
docs/archive/2025/q4/planning/FE_UI_LOADING_STATES_SPIKE.md,../reports/FE_UI_LOADING_STATES_IMPLEMENTATION_DIAGNOSIS_2025_12_10.md,docs/archive/2025/q4/reports/FE_UI_LOADING_STATES_IMPLEMENTATION_DIAGNOSIS_2025_12_10.md,YES
docs/archive/2025/q4/planning/FE_UI_LOADING_STATES_SPIKE.md,design-system/loading-states.md,docs/archive/2025/q4/planning/design-system/loading-states.md,NO
docs/archive/2025/q4/planning/FE_UI_LOADING_STATES_SPIKE.md,../reports/FE_UI_LOADING_STATES_IMPLEMENTATION_DIAGNOSIS_2025_12_10.md,docs/archive/2025/q4/reports/FE_UI_LOADING_STATES_IMPLEMENTATION_DIAGNOSIS_2025_12_10.md,YES
docs/archive/2025/q4/planning/evidence-processing.md,fraud-analysis.md,docs/archive/2025/q4/planning/fraud-analysis.md,YES
docs/archive/2025/q4/planning/cases.md,./../../assets/cases_mockup.png,docs/archive/2025/assets/cases_mockup.png,NO
docs/archive/2025/q4/planning/cases.md,../../architecture/MULTI_MEDIA_EVIDENCE_SPEC.md,docs/archive/2025/architecture/MULTI_MEDIA_EVIDENCE_SPEC.md,NO
docs/archive/2025/q4/planning/cases.md,../00_ARCHITECTURE/00_TECH_STACK.md,docs/archive/2025/q4/00_ARCHITECTURE/00_TECH_STACK.md,NO
docs/archive/2025/q4/planning/cases.md,../00_ARCHITECTURE/00_DATA_MODELS.md,docs/archive/2025/q4/00_ARCHITECTURE/00_DATA_MODELS.md,NO
docs/archive/2025/q4/planning/cases.md,../00_ARCHITECTURE/00_FRAUD_LOGIC.md,docs/archive/2025/q4/00_ARCHITECTURE/00_FRAUD_LOGIC.md,NO
docs/archive/2025/q4/planning/cases.md,./02_DASHBOARD.md,docs/archive/2025/q4/planning/02_DASHBOARD.md,NO
docs/archive/2025/q4/planning/cases.md,./04_INGESTION.md,docs/archive/2025/q4/planning/04_INGESTION.md,NO
docs/archive/2025/q4/planning/cases.md,./06_ADJUDICATION_QUEUE.md,docs/archive/2025/q4/planning/06_ADJUDICATION_QUEUE.md,NO
docs/archive/2025/q4/planning/error-handling.md,./docs/frontend/FRONTEND_DEVELOPMENT_GUIDELINES.md#error-handling,docs/archive/2025/q4/planning/docs/frontend/FRONTEND_DEVELOPMENT_GUIDELINES.md,NO
docs/archive/2025/q4/planning/error-handling.md,./docs/architecture/01_system_architecture.md#error-handling,docs/archive/2025/q4/planning/docs/architecture/01_system_architecture.md,NO
docs/archive/2025/q4/planning/error-handling.md,./docs/ci_cd/CI_CD_SETUP_GUIDE.md#monitoring,docs/archive/2025/q4/planning/docs/ci_cd/CI_CD_SETUP_GUIDE.md,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,./../../assets/evidence_mockup.png,docs/archive/2025/assets/evidence_mockup.png,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,../00_ARCHITECTURE/00_TECH_STACK.md,docs/archive/2025/q4/00_ARCHITECTURE/00_TECH_STACK.md,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,../00_ARCHITECTURE/00_FRAUD_LOGIC.md,docs/archive/2025/q4/00_ARCHITECTURE/00_FRAUD_LOGIC.md,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,./02_DASHBOARD.md,docs/archive/2025/q4/planning/02_DASHBOARD.md,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,./03_CASES.md,docs/archive/2025/q4/planning/03_CASES.md,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,./05_FORENSICS.md,docs/archive/2025/q4/planning/05_FORENSICS.md,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,../00_ARCHITECTURE/00_TECH_STACK.md,docs/archive/2025/q4/00_ARCHITECTURE/00_TECH_STACK.md,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,../00_ARCHITECTURE/00_DATA_MODELS.md,docs/archive/2025/q4/00_ARCHITECTURE/00_DATA_MODELS.md,NO
docs/archive/2025/q4/planning/evidence-and-forensics.md,../00_ARCHITECTURE/00_FRAUD_LOGIC.md,docs/archive/2025/q4/00_ARCHITECTURE/00_FRAUD_LOGIC.md,NO
docs/archive/2025/q4/planning/visualization.md,../00_ARCHITECTURE/00_TECH_STACK.md,docs/archive/2025/q4/00_ARCHITECTURE/00_TECH_STACK.md,NO
docs/archive/2025/q4/planning/visualization.md,../00_ARCHITECTURE/00_DATA_MODELS.md,docs/archive/2025/q4/00_ARCHITECTURE/00_DATA_MODELS.md,NO
docs/archive/2025/q4/planning/visualization.md,./07_RECONCILIATION.md,docs/archive/2025/q4/planning/07_RECONCILIATION.md,NO
docs/archive/2025/q4/planning/visualization.md,./09_SUMMARY.md,docs/archive/2025/q4/planning/09_SUMMARY.md,NO
docs/archive/2025/q4/planning/visualization.md,./03_CASES.md,docs/archive/2025/q4/planning/03_CASES.md,NO
docs/archive/2025/q4/planning/visualization.md,./02_DASHBOARD.md,docs/archive/2025/q4/planning/02_DASHBOARD.md,NO
docs/archive/2025/q4/planning/visualization.md,./10_FRENLY_AI_ASSISTANT.md,docs/archive/2025/q4/planning/10_FRENLY_AI_ASSISTANT.md,NO
docs/archive/2025/q4/planning/visualization.md,./06_ADJUDICATION_QUEUE.md,docs/archive/2025/q4/planning/06_ADJUDICATION_QUEUE.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,master_plan.md,docs/archive/2025/q4/planning/master_plan.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,master_todo.md,docs/archive/2025/q4/planning/master_todo.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,orchestration_plan.md,docs/archive/2025/q4/planning/orchestration_plan.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,testing_strategy.md,docs/archive/2025/q4/planning/testing_strategy.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,user-guides/,docs/archive/2025/q4/planning/user-guides,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,deployment/,docs/archive/2025/q4/planning/deployment,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,API.md,docs/archive/2025/q4/planning/API.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,TROUBLESHOOTING.md,docs/archive/2025/q4/planning/TROUBLESHOOTING.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,master_plan.md,docs/archive/2025/q4/planning/master_plan.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,master_todo.md,docs/archive/2025/q4/planning/master_todo.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,orchestration_plan.md,docs/archive/2025/q4/planning/orchestration_plan.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,testing_strategy.md,docs/archive/2025/q4/planning/testing_strategy.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,user-guides/,docs/archive/2025/q4/planning/user-guides,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,deployment/,docs/archive/2025/q4/planning/deployment,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,API.md,docs/archive/2025/q4/planning/API.md,NO
docs/archive/2025/q4/planning/documentation-maintenance.md,TROUBLESHOOTING.md,docs/archive/2025/q4/planning/TROUBLESHOOTING.md,NO
docs/archive/2025/q4/planning/FEATURE_ORGANIZATION.md,./FRAUD_ORCHESTRATION.md,docs/archive/2025/q4/planning/FRAUD_ORCHESTRATION.md,YES
docs/archive/2025/q4/planning/FEATURE_ORGANIZATION.md,./CROSS_PAGE_INTEGRATION.md,docs/archive/2025/q4/planning/CROSS_PAGE_INTEGRATION.md,YES
docs/archive/2025/q4/planning/FEATURE_ORGANIZATION.md,../features/evidence-and-forensics.md,docs/archive/2025/q4/features/evidence-and-forensics.md,NO
docs/archive/2025/q4/planning/enhanced-visualizations.md,../reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,docs/archive/2025/q4/reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,YES
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,security/SECURITY_GUIDE.md,docs/archive/2025/q4/operations/security/SECURITY_GUIDE.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,API.md,docs/archive/2025/q4/operations/API.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,TROUBLESHOOTING.md,docs/archive/2025/q4/operations/TROUBLESHOOTING.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,security/SECURITY_GUIDE.md,docs/archive/2025/q4/operations/security/SECURITY_GUIDE.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,API.md,docs/archive/2025/q4/operations/API.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,user-guides/basic-usage.md,docs/archive/2025/q4/operations/user-guides/basic-usage.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,TROUBLESHOOTING.md,docs/archive/2025/q4/operations/TROUBLESHOOTING.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,scripts/validate-security.js,docs/archive/2025/q4/operations/scripts/validate-security.js,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,scripts/setup-production.js,docs/archive/2025/q4/operations/scripts/setup-production.js,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,diagnostic-orchestrator.js,docs/archive/2025/q4/operations/diagnostic-orchestrator.js,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,tests/test-security-integration.js,docs/archive/2025/q4/operations/tests/test-security-integration.js,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,training/user-security.md,docs/archive/2025/q4/operations/training/user-security.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,training/developer-security.md,docs/archive/2025/q4/operations/training/developer-security.md,NO
docs/archive/2025/q4/operations/PRODUCTION_DEPLOYMENT.md,training/incident-response.md,docs/archive/2025/q4/operations/training/incident-response.md,NO
docs/archive/2025/q4/operations/backup-recovery.md,troubleshooting.md,docs/archive/2025/q4/operations/troubleshooting.md,NO
docs/archive/2025/q4/operations/README.md,ONBOARDING.md,docs/archive/2025/q4/operations/ONBOARDING.md,NO
docs/archive/2025/q4/operations/README.md,ONBOARDING.md,docs/archive/2025/q4/operations/ONBOARDING.md,NO
docs/archive/2025/q4/operations/README.md,user-guides/installation.md,docs/archive/2025/q4/operations/user-guides/installation.md,NO
docs/archive/2025/q4/operations/configuration.md,../user-guides/basic-usage.md,docs/archive/2025/q4/user-guides/basic-usage.md,NO
docs/archive/2025/q4/operations/TROUBLESHOOTING_DEPLOYMENT.md,../DEPLOYMENT.md,docs/archive/2025/q4/DEPLOYMENT.md,NO
docs/archive/2025/q4/operations/monitoring.md,backup-recovery.md,docs/archive/2025/q4/operations/backup-recovery.md,YES
docs/archive/2025/q4/operations/ci-cd.md,../performance_baseline.md,docs/archive/2025/q4/performance_baseline.md,NO
docs/archive/2025/q4/technical/SECURITY_GUIDE.md,developer/security.md,docs/archive/2025/q4/technical/developer/security.md,NO
docs/archive/2025/q4/technical/SECURITY_GUIDE.md,developer/threat-modeling.md,docs/archive/2025/q4/technical/developer/threat-modeling.md,NO
docs/archive/2025/q4/technical/SECURITY_GUIDE.md,operations/incident-response.md,docs/archive/2025/q4/technical/operations/incident-response.md,NO
docs/archive/2025/q4/technical/SECURITY_GUIDE.md,operations/monitoring.md,docs/archive/2025/q4/technical/operations/monitoring.md,NO
docs/archive/2025/q4/technical/SECURITY_GUIDE.md,operations/backup-recovery.md,docs/archive/2025/q4/technical/operations/backup-recovery.md,NO
docs/archive/2025/q4/technical/SECURITY_GUIDE.md,training/developer-security.md,docs/archive/2025/q4/technical/training/developer-security.md,NO
docs/archive/2025/q4/technical/SECURITY_GUIDE.md,training/user-security.md,docs/archive/2025/q4/technical/training/user-security.md,NO
docs/archive/2025/q4/technical/SECURITY_GUIDE.md,training/incident-response.md,docs/archive/2025/q4/technical/training/incident-response.md,NO
docs/archive/2025/q4/reports/COMPREHENSIVE_DIAGNOSTIC_FRAMEWORK_2025_12_11.md,_ERROR_READ_,[Errno 2] No such file or directory: 'docs/archive/2025/q4/reports/COMPREHENSIVE_DIAGNOSTIC_FRAMEWORK_2025_12_11.md',,ERROR
docs/archive/2025/q4/reports/QA_DIAGNOSIS_2025_12_11.md,README.md,docs/archive/2025/q4/reports/README.md,NO
docs/archive/2025/q4/reports/PHASE5_COMPLETION.md,README.md,docs/archive/2025/q4/reports/README.md,NO
docs/archive/2025/q4/reports/STRATEGY_IMPLEMENTATION_COMPREHENSIVE_DIAGNOSTIC_2025_12_10.md,reports/STRATEGY_IMPLEMENTATION_DIAGNOSTIC_COMPREHENSIVE_2025_12_10.md,docs/archive/2025/q4/reports/reports/STRATEGY_IMPLEMENTATION_DIAGNOSTIC_COMPREHENSIVE_2025_12_10.md,NO
docs/archive/2025/q4/reports/critical-action-plan-december-2025.md,README.md,docs/archive/2025/q4/reports/README.md,NO
docs/archive/2025/q4/reports/COMPREHENSIVE_DIAGNOSTIC_ERRORS_GAPS_2025_12_11.md,_ERROR_READ_,[Errno 2] No such file or directory: 'docs/archive/2025/q4/reports/COMPREHENSIVE_DIAGNOSTIC_ERRORS_GAPS_2025_12_11.md',,ERROR
docs/archive/2025/q4/reports/FINESSE_DIAGNOSTIC_SYNC_2025_12_10.md,developer/finesse-enhancements.md,docs/archive/2025/q4/reports/developer/finesse-enhancements.md,NO
docs/archive/2025/q4/reports/FINESSE_DIAGNOSTIC_SYNC_2025_12_10.md,developer/finesse-enhancements.md,docs/archive/2025/q4/reports/developer/finesse-enhancements.md,NO
docs/archive/2025/q4/reports/FINESSE_DIAGNOSTIC_SYNC_2025_12_10.md,../developer/finesse-enhancements.md,docs/archive/2025/q4/developer/finesse-enhancements.md,NO
docs/archive/2025/q4/reports/DIAGNOSTIC_SUMMARY_20251216_213254.md,README.md,docs/archive/2025/q4/reports/README.md,NO
docs/archive/2025/q4/reports/critical-fixes-december-2025.md,README.md,docs/archive/2025/q4/reports/README.md,NO
docs/archive/2025/q4/reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,master_plan.md,docs/archive/2025/q4/reports/master_plan.md,NO
docs/archive/2025/q4/reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,master_todo.md,docs/archive/2025/q4/reports/master_todo.md,NO
docs/archive/2025/q4/reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,UNIMPLEMENTED_DIAGNOSIS_STATUS_SUMMARY_2025_12_11.md,docs/archive/2025/q4/reports/UNIMPLEMENTED_DIAGNOSIS_STATUS_SUMMARY_2025_12_11.md,NO
docs/current/user/manual.md,../assets/adjudication_mockup.png,docs/current/assets/adjudication_mockup.png,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,docs/current/reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/06_ai_orchestration_spec.md,docs/architecture/06_ai_orchestration_spec.md,NO
docs/current/user/manual.md,../../architecture/16_frenly_ai_design_orchestration.md,docs/architecture/16_frenly_ai_design_orchestration.md,NO
docs/current/user/manual.md,./ADJUDICATION_QUEUE.md,docs/current/user/ADJUDICATION_QUEUE.md,NO
docs/current/user/manual.md,./DASHBOARD.md,docs/current/user/DASHBOARD.md,NO
docs/current/user/manual.md,./CASE_DETAIL.md,docs/current/user/CASE_DETAIL.md,NO
docs/current/user/manual.md,user-guides/ai-training.md,docs/current/user/user-guides/ai-training.md,NO
docs/current/user/manual.md,user-guides/evidence-processing.md,docs/current/user/user-guides/evidence-processing.md,NO
docs/current/user/manual.md,user-guides/search-features.md,docs/current/user/user-guides/search-features.md,NO
docs/current/user/manual.md,user-guides/collaboration.md,docs/current/user/user-guides/collaboration.md,NO
docs/current/user/manual.md,api-docs/ai-endpoints.md,docs/current/user/api-docs/ai-endpoints.md,NO
docs/current/user/manual.md,api-docs/websocket-protocol.md,docs/current/user/api-docs/websocket-protocol.md,NO
docs/current/user/manual.md,api-docs/search-api.md,docs/current/user/api-docs/search-api.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../assets/cases_mockup.png,docs/current/assets/cases_mockup.png,NO
docs/current/user/manual.md,../../architecture/MULTI_MEDIA_EVIDENCE_SPEC.md,docs/architecture/MULTI_MEDIA_EVIDENCE_SPEC.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,./02_DASHBOARD.md,docs/current/user/02_DASHBOARD.md,NO
docs/current/user/manual.md,./04_INGESTION.md,docs/current/user/04_INGESTION.md,NO
docs/current/user/manual.md,./06_ADJUDICATION_QUEUE.md,docs/current/user/06_ADJUDICATION_QUEUE.md,NO
docs/current/user/manual.md,../reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,docs/current/reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,NO
docs/current/user/manual.md,../assets/dashboard_mockup.png,docs/current/assets/dashboard_mockup.png,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,docs/current/reports/ENHANCED_FRONTEND_PROPOSAL_SYNCHRONIZED_2025_12_11.md,NO
docs/current/user/manual.md,./docs/frontend/FRONTEND_DEVELOPMENT_GUIDELINES.md#error-handling,docs/current/user/docs/frontend/FRONTEND_DEVELOPMENT_GUIDELINES.md,NO
docs/current/user/manual.md,./docs/architecture/01_system_architecture.md#error-handling,docs/current/user/docs/architecture/01_system_architecture.md,NO
docs/current/user/manual.md,./docs/ci_cd/CI_CD_SETUP_GUIDE.md#monitoring,docs/current/user/docs/ci_cd/CI_CD_SETUP_GUIDE.md,NO
docs/current/user/manual.md,../assets/evidence_mockup.png,docs/current/assets/evidence_mockup.png,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,./02_DASHBOARD.md,docs/current/user/02_DASHBOARD.md,NO
docs/current/user/manual.md,./03_CASES.md,docs/current/user/03_CASES.md,NO
docs/current/user/manual.md,./05_FORENSICS.md,docs/current/user/05_FORENSICS.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../assets/reconciliation_mockup.png,docs/current/assets/reconciliation_mockup.png,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,./06_ADJUDICATION_QUEUE.md,docs/current/user/06_ADJUDICATION_QUEUE.md,NO
docs/current/user/manual.md,./04_INGESTION.md,docs/current/user/04_INGESTION.md,NO
docs/current/user/manual.md,./05_FORENSICS.md,docs/current/user/05_FORENSICS.md,NO
docs/current/user/manual.md,./08_VISUALIZATION.md,docs/current/user/08_VISUALIZATION.md,NO
docs/current/user/manual.md,../assets/reporting_mockup.png,docs/current/assets/reporting_mockup.png,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,./08_VISUALIZATION.md,docs/current/user/08_VISUALIZATION.md,NO
docs/current/user/manual.md,./03_CASES.md,docs/current/user/03_CASES.md,NO
docs/current/user/manual.md,./02_DASHBOARD.md,docs/current/user/02_DASHBOARD.md,NO
docs/current/user/manual.md,./06_ADJUDICATION_QUEUE.md,docs/current/user/06_ADJUDICATION_QUEUE.md,NO
docs/current/user/manual.md,./10_FRENLY_AI_ASSISTANT.md,docs/current/user/10_FRENLY_AI_ASSISTANT.md,NO
docs/current/user/manual.md,../assets/settings_mockup.png,docs/current/assets/settings_mockup.png,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,../../architecture/SYSTEM_ARCHITECTURE.md,docs/architecture/SYSTEM_ARCHITECTURE.md,NO
docs/current/user/manual.md,./07_RECONCILIATION.md,docs/current/user/07_RECONCILIATION.md,NO
docs/current/user/manual.md,./09_SUMMARY.md,docs/current/user/09_SUMMARY.md,NO
docs/current/user/manual.md,./03_CASES.md,docs/current/user/03_CASES.md,NO
docs/current/user/manual.md,./02_DASHBOARD.md,docs/current/user/02_DASHBOARD.md,NO
docs/current/user/manual.md,./10_FRENLY_AI_ASSISTANT.md,docs/current/user/10_FRENLY_AI_ASSISTANT.md,NO
docs/current/user/manual.md,./06_ADJUDICATION_QUEUE.md,docs/current/user/06_ADJUDICATION_QUEUE.md,NO
docs/current/user/manual.md,first-case.md,docs/current/user/first-case.md,NO
docs/current/user/manual.md,basic-usage.md,docs/current/user/basic-usage.md,NO
docs/current/user/manual.md,../architecture/CORE_ARCHITECTURE.md,docs/current/architecture/CORE_ARCHITECTURE.md,NO
docs/current/user/manual.md,../security/SECURITY_FULL.md,docs/current/security/SECURITY_FULL.md,NO
docs/current/user/manual.md,case-management.md,docs/current/user/case-management.md,NO
docs/current/user/manual.md,evidence-processing.md,docs/current/user/evidence-processing.md,NO
docs/current/user/manual.md,master_plan.md,docs/current/user/master_plan.md,NO
docs/current/user/manual.md,master_todo.md,docs/current/user/master_todo.md,NO
docs/current/user/manual.md,orchestration_plan.md,docs/current/user/orchestration_plan.md,NO
docs/current/user/manual.md,testing_strategy.md,docs/current/user/testing_strategy.md,NO
docs/current/user/manual.md,user-guides/,docs/current/user/user-guides,NO
docs/current/user/manual.md,deployment/,docs/current/user/deployment,NO
docs/current/user/manual.md,API.md,docs/current/user/API.md,NO
docs/current/user/manual.md,TROUBLESHOOTING.md,docs/current/user/TROUBLESHOOTING.md,NO
docs/current/user/manual.md,master_plan.md,docs/current/user/master_plan.md,NO
docs/current/user/manual.md,master_todo.md,docs/current/user/master_todo.md,NO
docs/current/user/manual.md,orchestration_plan.md,docs/current/user/orchestration_plan.md,NO
docs/current/user/manual.md,testing_strategy.md,docs/current/user/testing_strategy.md,NO
docs/current/user/manual.md,user-guides/,docs/current/user/user-guides,NO
docs/current/user/manual.md,deployment/,docs/current/user/deployment,NO
docs/current/user/manual.md,API.md,docs/current/user/API.md,NO
docs/current/user/manual.md,TROUBLESHOOTING.md,docs/current/user/TROUBLESHOOTING.md,NO
docs/current/user/manual.md,fraud-analysis.md,docs/current/user/fraud-analysis.md,NO
docs/current/user/manual.md,basic-usage.md,docs/current/user/basic-usage.md,NO
docs/current/user/manual.md,basic-usage.md,docs/current/user/basic-usage.md,NO
docs/current/user/manual.md,reporting.md,docs/current/user/reporting.md,NO
docs/current/technical/architecture.md,../frontend/pages/dashboard.md,docs/current/frontend/pages/dashboard.md,NO
docs/current/technical/architecture.md,../frontend/pages/cases.md,docs/current/frontend/pages/cases.md,NO
docs/current/technical/architecture.md,../frontend/pages/evidence.md,docs/current/frontend/pages/evidence.md,NO
docs/current/technical/architecture.md,../frontend/pages/reconciliation.md,docs/current/frontend/pages/reconciliation.md,NO
docs/current/technical/architecture.md,../frontend/pages/adjudication.md,docs/current/frontend/pages/adjudication.md,NO
docs/current/technical/architecture.md,../frontend/pages/reporting.md,docs/current/frontend/pages/reporting.md,NO
docs/current/technical/architecture.md,../frontend/pages/settings.md,docs/current/frontend/pages/settings.md,NO
docs/current/technical/architecture.md,../frontend/pages/ai_assistant.md,docs/current/frontend/pages/ai_assistant.md,NO
docs/current/technical/architecture.md,../frontend/pages/authentication.md,docs/current/frontend/pages/authentication.md,NO
docs/current/technical/architecture.md,../frontend/pages/visualizations.md,docs/current/frontend/pages/visualizations.md,NO
